unique_geneID	seqnames	start	end	width	strand	PID1185_peak_detected	PID1180_peak_detected	ND_RJH_peak_detected	ND_MK_peak_detected	PID1185_counts	PID1180_counts	ND_RJH_counts	ND_MK_counts	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
79363_chr1_16237054_16237338	chr1	16237054	16237338	285	*	TRUE	TRUE	TRUE	TRUE	23	24	22	19	Promoter (<=1kb)	1	16231692	16237183	5492	2	79363	0	ENSG00000132881	CPLANE2	ciliogenesis and planar polarity effector complex subunit 2
26099_chr1_16352217_16352826	chr1	16352217	16352826	610	*	TRUE	TRUE	TRUE	TRUE	51	52	44	33	Promoter (<=1kb)	1	16352575	16398145	45571	1	26099	0	ENSG00000055070	SZRD1	SUZ RNA binding domain containing 1
26099_chr1_16366960_16367905	chr1	16366960	16367905	946	*	TRUE	TRUE	TRUE	TRUE	87	90	96	68	5' UTR	1	16352575	16398145	45571	1	26099	14385	ENSG00000055070	SZRD1	SUZ RNA binding domain containing 1
55707_chr1_16440423_16440824	chr1	16440423	16440824	402	*	TRUE	TRUE	TRUE	FALSE	22	28	26	10	Promoter (<=1kb)	1	16440721	16460078	19358	1	55707	0	ENSG00000157191	NECAP2	NECAP endocytosis associated 2
114819_chr1_16499050_16499488	chr1	16499050	16499488	439	*	TRUE	TRUE	TRUE	FALSE	30	24	30	17	Promoter (<=1kb)	1	16467436	16499257	31822	2	114819	0	ENSG00000080947	CROCCP3	CROCC pseudogene 3
55672_chr1_16613257_16613974	chr1	16613257	16613974	718	*	TRUE	TRUE	TRUE	TRUE	49	67	79	69	Promoter (<=1kb)	1	16562319	16613562	51244	2	55672	0	ENSG00000219481	NBPF1	NBPF member 1
11209_chr1_16644369_16645064	chr1	16644369	16645064	696	*	TRUE	TRUE	TRUE	TRUE	63	66	83	56	Promoter (<=1kb)	1	16645622	16650289	4668	1	11209	-558	NA	MST1P2	macrophage stimulating 1 pseudogene 2
284729_chr1_16727465_16727897	chr1	16727465	16727897	433	*	TRUE	TRUE	TRUE	FALSE	20	29	19	17	Distal Intergenic	1	16687339	16720157	32819	2	284729	-7308	NA	ESPNP	espin pseudogene
26870_chr1_16904741_16905173	chr1	16904741	16905173	433	*	TRUE	TRUE	TRUE	TRUE	53	39	58	40	Exon (ENST00000606899.1/ENST00000606899.1, exon 1 of 1)	1	16895980	16896143	164	1	26870	8761	ENSG00000207005	RNU1-2	RNA, U1 small nuclear 2
26870_chr1_16913726_16914397	chr1	16913726	16914397	672	*	TRUE	TRUE	TRUE	TRUE	50	43	67	35	Intron (ENST00000466256.6/9696, intron 1 of 8)	1	16895980	16896143	164	1	26870	17746	ENSG00000207005	RNU1-2	RNA, U1 small nuclear 2
23400_chr1_17011807_17012208	chr1	17011807	17012208	402	*	TRUE	TRUE	TRUE	TRUE	29	35	29	22	Promoter (<=1kb)	1	16985958	17011928	25971	2	23400	0	ENSG00000159363	ATP13A2	ATPase cation transporting 13A2
6390_chr1_17053931_17054365	chr1	17053931	17054365	435	*	TRUE	TRUE	TRUE	TRUE	52	44	35	27	Promoter (<=1kb)	1	17018722	17054032	35311	2	6390	0	ENSG00000117118	SDHB	succinate dehydrogenase complex iron sulfur subunit B
8659_chr1_18902651_18903120	chr1	18902651	18903120	470	*	TRUE	TRUE	TRUE	TRUE	39	33	35	32	Promoter (<=1kb)	1	18871430	18902724	31295	2	8659	0	ENSG00000159423	ALDH4A1	aldehyde dehydrogenase 4 family member A1
8659_chr1_18926585_18926988	chr1	18926585	18926988	404	*	TRUE	TRUE	TRUE	FALSE	42	35	46	23	Intron (ENST00000455833.7/126917, intron 1 of 8)	1	18871430	18902724	31295	2	8659	-23861	ENSG00000159423	ALDH4A1	aldehyde dehydrogenase 4 family member A1
126917_chr1_18956492_18957055	chr1	18956492	18957055	564	*	TRUE	TRUE	TRUE	FALSE	47	52	53	33	Promoter (<=1kb)	1	18904280	18956676	52397	2	126917	0	ENSG00000169991	IFFO2	intermediate filament family orphan 2
101927895_chr1_19209701_19210670	chr1	19209701	19210670	970	*	TRUE	TRUE	TRUE	TRUE	51	74	53	59	Promoter (<=1kb)	1	19210355	19240704	30350	1	101927895	0	ENSG00000230424	EMC1-AS1	EMC1 antisense RNA 1
23065_chr1_19251451_19252127	chr1	19251451	19252127	677	*	TRUE	TRUE	TRUE	TRUE	42	42	54	32	Promoter (<=1kb)	1	19215660	19251552	35893	2	23065	0	ENSG00000127463	EMC1	ER membrane protein complex subunit 1
832_chr1_19485311_19486130	chr1	19485311	19486130	820	*	TRUE	TRUE	TRUE	TRUE	74	83	63	53	Promoter (<=1kb)	1	19338775	19485539	146765	2	832	0	ENSG00000077549	CAPZB	capping actin protein of muscle Z-line subunit beta
100532736_chr1_19596658_19597324	chr1	19596658	19597324	667	*	TRUE	TRUE	TRUE	TRUE	66	62	72	48	Promoter (<=1kb)	1	19596979	19658056	61078	1	100532736	0	ENSG00000158747	MICOS10-NBL1	MICOS10-NBL1 readthrough
23252_chr1_19882223_19882735	chr1	19882223	19882735	513	*	TRUE	TRUE	TRUE	TRUE	44	44	36	24	Promoter (<=1kb)	1	19882395	19912945	30551	1	23252	0	ENSG00000169914	OTUD3	OTU deubiquitinase 3
79594_chr1_20507881_20508278	chr1	20507881	20508278	398	*	TRUE	TRUE	TRUE	TRUE	28	22	18	23	Promoter (<=1kb)	1	20499448	20508151	8704	2	79594	0	ENSG00000090432	MUL1	mitochondrial E3 ubiquitin protein ligase 1
1650_chr1_20661318_20661776	chr1	20661318	20661776	459	*	TRUE	TRUE	TRUE	TRUE	46	44	48	31	Promoter (<=1kb)	1	20651767	20661544	9778	2	1650	0	ENSG00000244038	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
50809_chr1_20786382_20787425	chr1	20786382	20787425	1044	*	TRUE	TRUE	TRUE	TRUE	91	111	69	62	Promoter (<=1kb)	1	20740266	20787323	47058	2	50809	0	ENSG00000127483	HP1BP3	heterochromatin protein 1 binding protein 3
8672_chr1_21176591_21177271	chr1	21176591	21177271	681	*	TRUE	TRUE	TRUE	TRUE	50	59	46	34	Promoter (<=1kb)	1	20806292	21177285	370994	2	8672	14	ENSG00000075151	EIF4G3	eukaryotic translation initiation factor 4 gamma 3
100506801_chr1_21294385_21295092	chr1	21294385	21295092	708	*	TRUE	FALSE	TRUE	TRUE	74	50	69	50	Promoter (1-2kb)	1	21293290	21299874	6585	1	100506801	1095	ENSG00000231105	ECE1-AS1	ECE1 antisense RNA 1
1889_chr1_21324528_21324921	chr1	21324528	21324921	394	*	TRUE	FALSE	TRUE	TRUE	18	16	25	23	Intron (ENST00000415912.6/1889, intron 1 of 18)	1	21217247	21345572	128326	2	1889	20651	ENSG00000117298	ECE1	endothelin converting enzyme 1
1889_chr1_21345383_21345757	chr1	21345383	21345757	375	*	TRUE	TRUE	TRUE	FALSE	30	38	27	17	Promoter (<=1kb)	1	21217247	21345572	128326	2	1889	0	ENSG00000117298	ECE1	endothelin converting enzyme 1
84196_chr1_21782842_21783699	chr1	21782842	21783699	858	*	TRUE	TRUE	TRUE	FALSE	65	81	61	41	Promoter (<=1kb)	1	21678298	21783606	105309	2	84196	0	ENSG00000090686	USP48	ubiquitin specific peptidase 48
998_chr1_22019016_22019370	chr1	22019016	22019370	355	*	FALSE	TRUE	TRUE	TRUE	11	14	21	13	Intron (ENST00000650360.1/10136, intron 7 of 8)	1	22025511	22101360	75850	1	998	-6141	ENSG00000070831	CDC42	cell division cycle 42
101928043_chr1_22025211_22026077	chr1	22025211	22026077	867	*	TRUE	TRUE	TRUE	TRUE	58	53	61	42	Promoter (<=1kb)	1	22023990	22026048	2059	2	101928043	0	ENSG00000228397	LINC01635	long intergenic non-protein coding RNA 1635
112268223_chr1_22052447_22052894	chr1	22052447	22052894	448	*	TRUE	TRUE	TRUE	TRUE	31	38	33	21	Promoter (<=1kb)	1	22028317	22052927	24611	2	112268223	33	NA	CDC42-AS1	CDC42 antisense RNA 1
9923_chr1_22451690_22452347	chr1	22451690	22452347	658	*	TRUE	TRUE	TRUE	TRUE	44	42	42	36	5' UTR	1	22428838	22531157	102320	1	9923	22852	ENSG00000184677	ZBTB40	zinc finger and BTB domain containing 40
23028_chr1_23019277_23019861	chr1	23019277	23019861	585	*	TRUE	TRUE	TRUE	FALSE	39	45	34	13	Promoter (<=1kb)	1	23019443	23083689	64247	1	23028	0	ENSG00000004487	KDM1A	lysine demethylase 1A
7798_chr1_23168672_23168990	chr1	23168672	23168990	319	*	TRUE	TRUE	TRUE	FALSE	25	26	20	12	5' UTR	1	23084030	23177808	93779	2	7798	8818	ENSG00000169641	LUZP1	leucine zipper protein 1
3352_chr1_23344159_23344834	chr1	23344159	23344834	676	*	TRUE	TRUE	TRUE	TRUE	79	47	56	36	5' UTR	1	23191895	23217502	25608	2	3352	-126657	ENSG00000179546	HTR1D	5-hydroxytryptamine receptor 1D
3352_chr1_23368106_23368636	chr1	23368106	23368636	531	*	TRUE	TRUE	TRUE	TRUE	54	58	57	39	5' UTR	1	23191895	23217502	25608	2	3352	-150604	ENSG00000179546	HTR1D	5-hydroxytryptamine receptor 1D
3352_chr1_23368707_23369165	chr1	23368707	23369165	459	*	TRUE	TRUE	TRUE	FALSE	31	31	36	23	Exon (ENST00000454117.2/148898, exon 1 of 2)	1	23191895	23217502	25608	2	3352	-151205	ENSG00000179546	HTR1D	5-hydroxytryptamine receptor 1D
259283_chr1_23484167_23484891	chr1	23484167	23484891	725	*	TRUE	TRUE	TRUE	FALSE	59	46	51	31	5' UTR	1	23581495	23640568	59074	1	259283	-96604	ENSG00000197880	MDS2	myelodysplastic syndrome 2 translocation associated
259283_chr1_23554892_23555208	chr1	23554892	23555208	317	*	TRUE	TRUE	TRUE	FALSE	24	27	37	21	Distal Intergenic	1	23581495	23640568	59074	1	259283	-26287	ENSG00000197880	MDS2	myelodysplastic syndrome 2 translocation associated
107984928_chr1_23619684_23619963	chr1	23619684	23619963	280	*	TRUE	TRUE	TRUE	FALSE	20	16	22	9	Intron (ENST00000477916.5/259283, intron 2 of 6)	1	23576436	23593621	17186	2	107984928	-26063	NA	LOC107984928	uncharacterized LOC107984928
6135_chr1_23691663_23691913	chr1	23691663	23691913	251	*	TRUE	TRUE	TRUE	TRUE	21	22	14	19	Promoter (<=1kb)	1	23691742	23696835	5094	1	6135	0	ENSG00000142676	RPL11	ribosomal protein L11
6924_chr1_23743244_23743831	chr1	23743244	23743831	588	*	TRUE	TRUE	TRUE	TRUE	34	40	29	31	Promoter (<=1kb)	1	23743448	23762059	18612	1	6924	0	ENSG00000011007	ELOA	elongin A
100506963_chr1_23778238_23778696	chr1	23778238	23778696	459	*	TRUE	TRUE	TRUE	TRUE	34	22	25	21	Promoter (<=1kb)	1	23706901	23778325	71425	2	100506963	0	ENSG00000236810	ELOA-AS1	ELOA antisense RNA 1
2582_chr1_23800458_23801049	chr1	23800458	23801049	592	*	TRUE	TRUE	TRUE	TRUE	40	59	43	34	Promoter (<=1kb)	1	23795599	23800781	5183	2	2582	0	ENSG00000117308	GALE	UDP-galactose-4-epimerase
3155_chr1_23825248_23825554	chr1	23825248	23825554	307	*	TRUE	TRUE	TRUE	FALSE	26	20	18	10	5' UTR	1	23801885	23838620	36736	2	3155	13066	ENSG00000117305	HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase
3155_chr1_23838499_23838752	chr1	23838499	23838752	254	*	TRUE	TRUE	TRUE	FALSE	14	12	22	5	Promoter (<=1kb)	1	23801885	23838620	36736	2	3155	0	ENSG00000117305	HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase
2517_chr1_23868201_23868505	chr1	23868201	23868505	305	*	TRUE	TRUE	TRUE	TRUE	17	29	20	15	Promoter (<=1kb)	1	23845077	23868290	23214	2	2517	0	ENSG00000179163	FUCA1	alpha-L-fucosidase 1
55629_chr1_23958976_23960082	chr1	23958976	23960082	1107	*	TRUE	TRUE	TRUE	TRUE	78	98	77	70	Promoter (2-3kb)	1	23956839	23963462	6624	1	55629	2137	ENSG00000189266	PNRC2	proline rich nuclear receptor coactivator 2
10772_chr1_23979940_23980630	chr1	23979940	23980630	691	*	TRUE	TRUE	TRUE	TRUE	56	64	64	52	Promoter (<=1kb)	1	23964347	23980927	16581	2	10772	297	ENSG00000188529	SRSF10	serine and arginine rich splicing factor 10
163702_chr1_24187175_24187437	chr1	24187175	24187437	263	*	TRUE	TRUE	TRUE	FALSE	24	20	29	11	Promoter (<=1kb)	1	24154168	24187959	33792	2	163702	522	ENSG00000185436	IFNLR1	interferon lambda receptor 1
57185_chr1_24415478_24415844	chr1	24415478	24415844	367	*	TRUE	TRUE	TRUE	TRUE	37	47	42	27	Promoter (<=1kb)	1	24415802	24472976	57175	1	57185	0	ENSG00000001461	NIPAL3	NIPA like domain containing 3
11123_chr1_24502574_24503041	chr1	24502574	24503041	468	*	TRUE	TRUE	TRUE	TRUE	35	44	37	32	Promoter (<=1kb)	1	24502351	24541040	38690	1	11123	223	ENSG00000117602	RCAN3	RCAN family member 3
10250_chr1_24642742_24643474	chr1	24642742	24643474	733	*	TRUE	TRUE	TRUE	TRUE	87	76	59	36	5' UTR	1	24633066	24673281	40216	1	10250	9676	ENSG00000133226	SRRM1	serine and arginine repetitive matrix 1
25932_chr1_24744884_24745533	chr1	24744884	24745533	650	*	TRUE	TRUE	TRUE	TRUE	73	67	59	45	Promoter (<=1kb)	1	24745382	24844321	98940	1	25932	0	ENSG00000169504	CLIC4	chloride intracellular channel 4
102465437_chr1_24847990_24848595	chr1	24847990	24848595	606	*	TRUE	TRUE	TRUE	TRUE	33	40	37	38	Distal Intergenic	1	24919345	24919416	72	2	102465437	70821	ENSG00000278034	MIR6731	microRNA 6731
102465437_chr1_24925036_24925414	chr1	24925036	24925414	379	*	TRUE	FALSE	TRUE	TRUE	32	29	54	26	Intron (ENST00000308873.11/864, intron 2 of 4)	1	24919345	24919416	72	2	102465437	-5620	ENSG00000278034	MIR6731	microRNA 6731
102465437_chr1_24930265_24930660	chr1	24930265	24930660	396	*	TRUE	TRUE	TRUE	FALSE	57	42	48	33	5' UTR	1	24919345	24919416	72	2	102465437	-10849	ENSG00000278034	MIR6731	microRNA 6731
105376878_chr1_24955124_24955379	chr1	24955124	24955379	256	*	TRUE	TRUE	TRUE	FALSE	21	25	33	14	Intron (ENST00000399916.5/864, intron 1 of 5)	1	24961345	24963097	1753	1	105376878	-5966	NA	RUNX3-AS1	RUNX3 antisense RNA 1
864_chr1_24964919_24965374	chr1	24964919	24965374	456	*	TRUE	TRUE	TRUE	TRUE	74	58	61	51	Promoter (<=1kb)	1	24899511	24965121	65611	2	864	0	ENSG00000020633	RUNX3	RUNX family transcription factor 3
100616365_chr1_25003518_25003827	chr1	25003518	25003827	310	*	TRUE	FALSE	TRUE	TRUE	21	17	23	21	Distal Intergenic	1	25023503	25023586	84	1	100616365	-19676	ENSG00000264371	MIR4425	microRNA 4425
100616365_chr1_25022254_25023197	chr1	25022254	25023197	944	*	TRUE	TRUE	TRUE	TRUE	89	68	89	57	Promoter (<=1kb)	1	25023503	25023586	84	1	100616365	-306	ENSG00000264371	MIR4425	microRNA 4425
100616365_chr1_25030722_25031119	chr1	25030722	25031119	398	*	TRUE	TRUE	TRUE	TRUE	32	34	43	40	Distal Intergenic	1	25023503	25023586	84	1	100616365	7219	ENSG00000264371	MIR4425	microRNA 4425
25949_chr1_25246975_25247946	chr1	25246975	25247946	972	*	TRUE	TRUE	TRUE	FALSE	80	59	57	37	5' UTR	1	25222276	25232502	10227	2	25949	-14473	ENSG00000117614	SYF2	SYF2 pre-mRNA splicing factor
23585_chr1_25338311_25338737	chr1	25338311	25338737	427	*	TRUE	TRUE	TRUE	TRUE	24	28	27	20	Promoter (<=1kb)	1	25338317	25362361	24045	1	23585	0	ENSG00000183726	TMEM50A	transmembrane protein 50A
6006_chr1_25430080_25430458	chr1	25430080	25430458	379	*	TRUE	TRUE	TRUE	TRUE	41	45	38	34	Promoter (<=1kb)	1	25362249	25430192	67944	2	6006	0	ENSG00000188672	RHCE	Rh blood group CcEe antigens
55219_chr1_25430548_25431152	chr1	25430548	25431152	605	*	TRUE	TRUE	TRUE	TRUE	48	55	58	43	Promoter (<=1kb)	1	25430858	25500209	69352	1	55219	0	ENSG00000204178	MACO1	macoilin 1
646471_chr1_25819736_25820186	chr1	25819736	25820186	451	*	TRUE	TRUE	TRUE	FALSE	40	42	43	28	Promoter (<=1kb)	1	25818491	25820797	2307	2	646471	611	NA	LOC646471	uncharacterized LOC646471
79000_chr1_25859288_25859672	chr1	25859288	25859672	385	*	TRUE	TRUE	TRUE	FALSE	26	37	28	14	Promoter (<=1kb)	1	25831913	25859458	27546	2	79000	0	ENSG00000127423	AUNIP	aurora kinase A and ninein interacting protein
100500808_chr1_25905404_25905909	chr1	25905404	25905909	506	*	TRUE	TRUE	TRUE	TRUE	33	39	41	32	Promoter (<=1kb)	1	25906362	25906454	93	2	100500808	545	ENSG00000283938	MIR3917	microRNA 3917
5051_chr1_25997908_25998443	chr1	25997908	25998443	536	*	TRUE	TRUE	TRUE	TRUE	42	34	40	34	Promoter (<=1kb)	1	25959767	25998117	38351	2	5051	0	ENSG00000158006	PAFAH2	platelet activating factor acetylhydrolase 2
7780_chr1_26035371_26035660	chr1	26035371	26035660	290	*	TRUE	TRUE	TRUE	FALSE	47	29	27	17	3' UTR	1	26037252	26046118	8867	2	7780	10458	ENSG00000158014	SLC30A2	solute carrier family 30 member 2
149420_chr1_26110892_26111373	chr1	26110892	26111373	482	*	TRUE	TRUE	FALSE	TRUE	38	26	23	27	Promoter (<=1kb)	1	26111165	26125555	14391	1	149420	0	ENSG00000175087	PDIK1L	PDLIM1 interacting kinase 1 like
149420_chr1_26111450_26111911	chr1	26111450	26111911	462	*	TRUE	TRUE	TRUE	FALSE	37	36	32	26	Promoter (<=1kb)	1	26111165	26125555	14391	1	149420	285	ENSG00000175087	PDIK1L	PDLIM1 interacting kinase 1 like
51042_chr1_26169747_26170052	chr1	26169747	26170052	306	*	TRUE	TRUE	TRUE	TRUE	34	29	27	30	Promoter (<=1kb)	1	26169908	26170873	966	1	51042	0	ENSG00000142684	ZNF593	zinc finger protein 593
64793_chr1_26233766_26234559	chr1	26233766	26234559	794	*	TRUE	TRUE	TRUE	TRUE	93	79	66	42	Promoter (<=1kb)	1	26234200	26278808	44609	1	64793	0	ENSG00000130695	CEP85	centrosomal protein 85
83442_chr1_26279911_26280281	chr1	26279911	26280281	371	*	TRUE	TRUE	TRUE	FALSE	34	38	45	25	Promoter (<=1kb)	1	26280086	26281522	1437	1	83442	0	ENSG00000142669	SH3BGRL3	SH3 domain binding glutamate rich protein like 3
1043_chr1_26306462_26306818	chr1	26306462	26306818	357	*	TRUE	TRUE	TRUE	TRUE	33	21	28	16	5' UTR	1	26317958	26320523	2566	1	1043	-11140	ENSG00000169442	CD52	CD52 molecule
91544_chr1_26336339_26336673	chr1	26336339	26336673	335	*	TRUE	FALSE	TRUE	TRUE	20	16	19	17	Exon (ENST00000475866.3/55057, exon 14 of 22)	1	26281328	26318363	37036	2	91544	-17976	ENSG00000158062	UBXN11	UBX domain protein 11
257101_chr1_26378203_26378691	chr1	26378203	26378691	489	*	TRUE	TRUE	TRUE	TRUE	50	44	50	45	Distal Intergenic	1	26361634	26374522	12889	2	257101	-3681	ENSG00000176083	ZNF683	zinc finger protein 683
79947_chr1_26431976_26432413	chr1	26431976	26432413	438	*	TRUE	TRUE	TRUE	TRUE	42	33	40	27	Promoter (<=1kb)	1	26432282	26471306	39025	1	79947	0	ENSG00000117682	DHDDS	dehydrodolichyl diphosphate synthase subunit
3151_chr1_26472656_26473334	chr1	26472656	26473334	679	*	TRUE	TRUE	FALSE	TRUE	66	61	28	45	Promoter (<=1kb)	1	26472440	26476642	4203	1	3151	216	ENSG00000198830	HMGN2	high mobility group nucleosomal binding domain 2
3151_chr1_26500247_26500575	chr1	26500247	26500575	329	*	TRUE	TRUE	TRUE	FALSE	25	25	31	18	Distal Intergenic	1	26472440	26476642	4203	1	3151	27807	ENSG00000198830	HMGN2	high mobility group nucleosomal binding domain 2
3151_chr1_26500613_26501382	chr1	26500613	26501382	770	*	TRUE	TRUE	TRUE	TRUE	55	44	49	34	Distal Intergenic	1	26472440	26476642	4203	1	3151	28173	ENSG00000198830	HMGN2	high mobility group nucleosomal binding domain 2
3151_chr1_26545605_26545986	chr1	26545605	26545986	382	*	TRUE	TRUE	TRUE	FALSE	25	41	29	21	5' UTR	1	26472440	26476642	4203	1	3151	73165	ENSG00000198830	HMGN2	high mobility group nucleosomal binding domain 2
8289_chr1_26620362_26621225	chr1	26620362	26621225	864	*	TRUE	TRUE	TRUE	TRUE	69	74	69	40	Exon (ENST00000690093.1/ENST00000690093.1, exon 1 of 1)	1	26693236	26782104	88869	1	8289	-72011	ENSG00000117713	ARID1A	AT-rich interaction domain 1A
101928728_chr1_26695438_26695790	chr1	26695438	26695790	353	*	TRUE	TRUE	TRUE	FALSE	31	34	33	21	Promoter (1-2kb)	1	26692132	26694131	2000	2	101928728	-1307	ENSG00000260063	LOC101928728	uncharacterized LOC101928728
101928728_chr1_26696950_26697344	chr1	26696950	26697344	395	*	TRUE	FALSE	TRUE	TRUE	42	35	52	39	Promoter (2-3kb)	1	26692132	26694131	2000	2	101928728	-2819	ENSG00000260063	LOC101928728	uncharacterized LOC101928728
55650_chr1_26744033_26744479	chr1	26744033	26744479	447	*	TRUE	TRUE	TRUE	TRUE	32	35	49	27	Intron (ENST00000430799.7/8289, intron 4 of 19)	1	26787054	26800659	13606	1	55650	-42575	ENSG00000060642	PIGV	phosphatidylinositol glycan anchor biosynthesis class V
55650_chr1_26787247_26788193	chr1	26787247	26788193	947	*	TRUE	TRUE	TRUE	TRUE	94	79	88	78	Promoter (<=1kb)	1	26787054	26800659	13606	1	55650	193	ENSG00000060642	PIGV	phosphatidylinositol glycan anchor biosynthesis class V
84243_chr1_26833534_26833870	chr1	26833534	26833870	337	*	TRUE	TRUE	TRUE	FALSE	22	20	29	13	Intron (ENST00000374142.9/84243, intron 2 of 7)	1	26826688	26857604	30917	1	84243	6846	ENSG00000204160	ZDHHC18	zinc finger DHHC-type palmitoyltransferase 18
2810_chr1_26864987_26865473	chr1	26864987	26865473	487	*	TRUE	TRUE	TRUE	TRUE	62	60	54	39	Promoter (1-2kb)	1	26863149	26864456	1308	1	2810	1838	ENSG00000175793	SFN	stratifin
54707_chr1_26889915_26890404	chr1	26889915	26890404	490	*	TRUE	FALSE	TRUE	TRUE	35	30	30	26	Promoter (<=1kb)	1	26876132	26890283	14152	2	54707	0	ENSG00000142751	GPN2	GPN-loop GTPase 2
8431_chr1_26921354_26922086	chr1	26921354	26922086	733	*	TRUE	TRUE	TRUE	TRUE	71	67	53	49	5' UTR	1	26911489	26913975	2487	2	8431	-7379	ENSG00000131910	NR0B2	nuclear receptor subfamily 0 group B member 2
6548_chr1_27154961_27155309	chr1	27154961	27155309	349	*	TRUE	TRUE	TRUE	FALSE	26	29	20	18	5' UTR	1	27098809	27166981	68173	2	6548	11672	ENSG00000090020	SLC9A1	solute carrier family 9 member A1
105376890_chr1_27234110_27234898	chr1	27234110	27234898	789	*	TRUE	TRUE	TRUE	TRUE	76	86	83	56	Promoter (<=1kb)	1	27229106	27234352	5247	2	105376890	0	NA	WDTC1-DT	WDTC1 divergent transcript
84065_chr1_27322003_27322385	chr1	27322003	27322385	383	*	TRUE	TRUE	TRUE	TRUE	32	35	37	31	Promoter (<=1kb)	1	27322145	27336400	14256	1	84065	0	ENSG00000186501	TMEM222	transmembrane protein 222
84958_chr1_27343230_27343590	chr1	27343230	27343590	361	*	TRUE	TRUE	TRUE	TRUE	34	32	32	28	Promoter (1-2kb)	1	27342020	27353937	11918	1	84958	1210	ENSG00000142765	SYTL1	synaptotagmin like 1
2827_chr1_27392385_27392711	chr1	27392385	27392711	327	*	TRUE	TRUE	TRUE	TRUE	33	36	31	25	Promoter (<=1kb)	1	27392622	27395814	3193	1	2827	0	ENSG00000181773	GPR3	G protein-coupled receptor 3
10163_chr1_27490016_27490721	chr1	27490016	27490721	706	*	TRUE	TRUE	TRUE	TRUE	54	62	72	42	Promoter (<=1kb)	1	27404230	27490167	85938	2	10163	0	ENSG00000158195	WASF2	WASP family member 2
27245_chr1_27568386_27568753	chr1	27568386	27568753	368	*	TRUE	TRUE	TRUE	TRUE	32	43	38	28	Intron (ENST00000247087.10/27245, intron 1 of 5)	1	27534035	27604431	70397	2	27245	35678	ENSG00000126705	AHDC1	AT-hook DNA binding motif containing 1
199870_chr1_27725568_27726257	chr1	27725568	27726257	690	*	TRUE	TRUE	TRUE	TRUE	76	78	63	42	Promoter (<=1kb)	1	27725961	27763116	37156	1	199870	0	ENSG00000009780	FAM76A	family with sequence similarity 76 member A
23673_chr1_27772834_27773472	chr1	27772834	27773472	639	*	TRUE	TRUE	TRUE	TRUE	62	56	48	36	Promoter (<=1kb)	1	27773219	27824443	51225	1	23673	0	ENSG00000117758	STX12	syntaxin 12
5511_chr1_27830551_27831196	chr1	27830551	27831196	646	*	TRUE	TRUE	TRUE	TRUE	31	36	29	24	Promoter (<=1kb)	1	27830782	27851676	20895	1	5511	0	ENSG00000117751	PPP1R8	protein phosphatase 1 regulatory subunit 8
6118_chr1_27914521_27914945	chr1	27914521	27914945	425	*	TRUE	TRUE	TRUE	TRUE	46	37	46	30	Promoter (<=1kb)	1	27891524	27914746	23223	2	6118	0	ENSG00000117748	RPA2	replication protein A2
55113_chr1_27959748_27960322	chr1	27959748	27960322	575	*	TRUE	TRUE	TRUE	TRUE	42	42	41	33	Promoter (<=1kb)	1	27959588	27968093	8506	1	55113	160	ENSG00000158156	XKR8	XK related 8
2140_chr1_28056281_28056686	chr1	28056281	28056686	406	*	TRUE	TRUE	TRUE	TRUE	20	17	29	15	Intron (ENST00000373871.8/2140, intron 2 of 17)	1	27970344	28088637	118294	2	2140	31951	ENSG00000158161	EYA3	EYA transcriptional coactivator and phosphatase 3
2140_chr1_28088312_28088918	chr1	28088312	28088918	607	*	TRUE	TRUE	TRUE	TRUE	42	47	53	40	Promoter (<=1kb)	1	27970344	28088637	118294	2	2140	0	ENSG00000158161	EYA3	EYA transcriptional coactivator and phosphatase 3
22826_chr1_28235848_28236440	chr1	28235848	28236440	593	*	TRUE	TRUE	TRUE	TRUE	34	47	47	27	Promoter (2-3kb)	1	28199456	28233029	33574	2	22826	-2819	ENSG00000126698	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8
22826_chr1_28247070_28247516	chr1	28247070	28247516	447	*	TRUE	TRUE	TRUE	TRUE	36	38	46	31	Exon (ENST00000605846.1/ENST00000605846.1, exon 1 of 1)	1	28199456	28233029	33574	2	22826	-14041	ENSG00000126698	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8
22826_chr1_28259206_28259680	chr1	28259206	28259680	475	*	TRUE	TRUE	TRUE	TRUE	55	46	50	32	5' UTR	1	28199456	28233029	33574	2	22826	-26177	ENSG00000126698	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8
65979_chr1_28328856_28329192	chr1	28328856	28329192	337	*	TRUE	TRUE	TRUE	FALSE	25	27	20	11	5' UTR	1	28369582	28500364	130783	1	65979	-40390	ENSG00000204138	PHACTR4	phosphatase and actin regulator 4
65979_chr1_28369460_28369831	chr1	28369460	28369831	372	*	TRUE	TRUE	TRUE	TRUE	22	26	30	19	Promoter (<=1kb)	1	28369582	28500364	130783	1	65979	0	ENSG00000204138	PHACTR4	phosphatase and actin regulator 4
